Date,ServiceName,MeterCategory,CostUSD,ResourceGroup,Tags,SubscriptionName,Location
2026-01-07,Virtual Machines,Compute Hours,206.6396,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2026-01-07,Virtual Machines,Compute Hours,249.4936,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2026-01-07,Virtual Machines,Compute Hours,282.3298,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-01-07,Virtual Machines,Compute Hours,277.6889,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-01-07,Virtual Machines,Compute Hours,263.2961,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-01-07,Virtual Machines,Compute Hours,251.5535,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2026-01-07,Virtual Machines,Compute Hours,244.3086,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2026-01-07,Virtual Machines,Compute Hours,256.3133,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-01-07,Virtual Machines,Compute Hours,241.7176,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2026-01-07,Azure Blob Storage,GRS Data Stored,41.1593,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2026-01-07,Azure Blob Storage,GRS Data Stored,47.8057,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2026-01-07,Azure Blob Storage,GRS Data Stored,39.7286,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2026-01-07,Azure Blob Storage,GRS Data Stored,45.039,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2026-01-07,Azure Blob Storage,GRS Data Stored,45.6251,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-01-07,Azure Blob Storage,GRS Data Stored,38.5437,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2026-01-07,Azure Blob Storage,GRS Data Stored,39.4514,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2026-01-07,Azure Blob Storage,GRS Data Stored,46.799,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-01-07,Azure Blob Storage,GRS Data Stored,39.1348,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2026-01-07,Azure Blob Storage,GRS Data Stored,42.471,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-01-07,Azure Blob Storage,GRS Data Stored,50.53,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-01-07,Azure Blob Storage,GRS Data Stored,46.4566,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2026-01-07,Azure Blob Storage,GRS Data Stored,43.0193,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-01-07,Azure Blob Storage,GRS Data Stored,45.9222,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-01-07,Azure Blob Storage,GRS Data Stored,42.477,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2026-01-07,Azure SQL Database,vCore Hours,91.6804,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2026-01-07,Azure SQL Database,vCore Hours,68.5172,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-01-07,Azure SQL Database,vCore Hours,82.9313,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2026-01-07,Azure SQL Database,vCore Hours,68.2143,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2026-01-07,Azure SQL Database,vCore Hours,85.2036,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2026-01-07,Azure SQL Database,vCore Hours,82.1988,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-01-07,Azure SQL Database,vCore Hours,94.2692,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2026-01-07,Azure SQL Database,vCore Hours,89.3644,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-01-07,Azure SQL Database,vCore Hours,80.0075,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-01-07,Azure SQL Database,vCore Hours,80.9136,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-01-07,Azure SQL Database,vCore Hours,86.8615,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2026-01-07,Azure SQL Database,vCore Hours,79.6563,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2026-01-07,Azure SQL Database,vCore Hours,83.7393,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-01-07,Azure SQL Database,vCore Hours,93.9363,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2026-01-07,Azure SQL Database,vCore Hours,77.717,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2026-01-07,Azure Kubernetes Service,Node Hours,52.3901,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2026-01-07,Azure Kubernetes Service,Node Hours,53.0792,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2026-01-07,Azure Kubernetes Service,Node Hours,70.1054,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2026-01-07,Azure Kubernetes Service,Node Hours,57.5779,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-01-07,Azure Kubernetes Service,Node Hours,60.1515,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2026-01-07,Azure Kubernetes Service,Node Hours,58.3635,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,westeurope
2026-01-07,Azure Kubernetes Service,Node Hours,58.6939,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-01-07,Azure Kubernetes Service,Node Hours,56.9163,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2026-01-07,Azure Kubernetes Service,Node Hours,56.3842,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2026-01-07,Azure Kubernetes Service,Node Hours,47.462,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2026-01-07,Azure Kubernetes Service,Node Hours,56.3478,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2026-01-07,Azure Kubernetes Service,Node Hours,54.0573,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2026-01-07,Azure Kubernetes Service,Node Hours,57.2695,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-01-07,Azure Kubernetes Service,Node Hours,54.2415,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2026-01-07,Azure Kubernetes Service,Node Hours,58.3391,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2026-01-07,Azure CDN,GB Transferred,14.4224,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2026-01-07,Azure CDN,GB Transferred,9.8123,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-01-07,Azure CDN,GB Transferred,12.7782,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2026-01-07,Azure CDN,GB Transferred,11.0746,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2026-01-07,Azure CDN,GB Transferred,13.5834,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2026-01-07,Azure CDN,GB Transferred,12.9376,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,westeurope
2026-01-07,Azure CDN,GB Transferred,14.9201,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-01-07,Azure CDN,GB Transferred,13.5455,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2026-01-07,Azure CDN,GB Transferred,12.7164,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2026-01-07,Azure CDN,GB Transferred,14.4207,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-01-07,Azure CDN,GB Transferred,12.9167,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-01-07,Azure CDN,GB Transferred,12.7015,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2026-01-07,Azure CDN,GB Transferred,13.7685,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2026-01-07,Azure CDN,GB Transferred,15.2278,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2026-01-07,Azure CDN,GB Transferred,14.319,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2026-01-07,Azure Functions,Executions,16.1827,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2026-01-07,Azure Functions,Executions,19.2092,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2026-01-07,Azure Functions,Executions,14.3821,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2026-01-07,Azure Functions,Executions,14.3512,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-01-07,Azure Functions,Executions,15.5988,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-01-07,Azure Functions,Executions,17.4965,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-01-07,Azure Functions,Executions,14.0921,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2026-01-07,Azure Functions,Executions,17.8284,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-01-07,Azure Functions,Executions,13.4028,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-01-07,Azure Functions,Executions,15.2291,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-01-07,Azure Functions,Executions,15.6374,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2026-01-07,Azure Functions,Executions,14.174,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2026-01-07,Azure Functions,Executions,14.5362,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-01-07,Azure Functions,Executions,16.501,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-01-07,Azure Functions,Executions,17.3947,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2026-01-07,Azure Bandwidth,GB Egress,21.5335,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2026-01-07,Azure Bandwidth,GB Egress,27.0263,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2026-01-07,Azure Bandwidth,GB Egress,26.3237,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2026-01-07,Azure Bandwidth,GB Egress,26.852,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-01-07,Azure Bandwidth,GB Egress,25.8367,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2026-01-07,Azure Bandwidth,GB Egress,23.5061,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,westeurope
2026-01-07,Azure Bandwidth,GB Egress,30.2865,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2026-01-07,Azure Bandwidth,GB Egress,29.3698,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-01-07,Azure Bandwidth,GB Egress,26.346,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2026-01-07,Azure Bandwidth,GB Egress,25.4261,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2026-01-07,Azure Bandwidth,GB Egress,25.1362,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-01-07,Azure Bandwidth,GB Egress,20.4061,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2026-01-07,Azure Bandwidth,GB Egress,27.4418,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-01-07,Azure Bandwidth,GB Egress,28.4627,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-01-07,Azure Bandwidth,GB Egress,26.925,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2026-01-08,Virtual Machines,Compute Hours,264.0337,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-01-08,Virtual Machines,Compute Hours,269.2958,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2026-01-08,Virtual Machines,Compute Hours,245.6673,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2026-01-08,Virtual Machines,Compute Hours,254.1374,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2026-01-08,Virtual Machines,Compute Hours,262.1178,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2026-01-08,Virtual Machines,Compute Hours,282.7861,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-01-08,Virtual Machines,Compute Hours,299.1238,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-01-08,Virtual Machines,Compute Hours,260.6134,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-01-08,Virtual Machines,Compute Hours,241.0796,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2026-01-08,Virtual Machines,Compute Hours,266.955,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-01-08,Virtual Machines,Compute Hours,314.2748,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2026-01-08,Virtual Machines,Compute Hours,243.1627,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2026-01-08,Virtual Machines,Compute Hours,287.3164,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2026-01-08,Virtual Machines,Compute Hours,298.0964,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2026-01-08,Virtual Machines,Compute Hours,257.4793,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2026-01-08,Azure Blob Storage,GRS Data Stored,40.0224,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-01-08,Azure Blob Storage,GRS Data Stored,44.9267,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-01-08,Azure Blob Storage,GRS Data Stored,44.0742,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2026-01-08,Azure Blob Storage,GRS Data Stored,45.3873,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2026-01-08,Azure Blob Storage,GRS Data Stored,50.6886,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2026-01-08,Azure Blob Storage,GRS Data Stored,43.3585,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-01-08,Azure Blob Storage,GRS Data Stored,38.1328,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-01-08,Azure Blob Storage,GRS Data Stored,42.9725,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2026-01-08,Azure Blob Storage,GRS Data Stored,43.6449,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2026-01-08,Azure Blob Storage,GRS Data Stored,47.5879,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-01-08,Azure Blob Storage,GRS Data Stored,41.9598,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-01-08,Azure Blob Storage,GRS Data Stored,41.1436,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2026-01-08,Azure Blob Storage,GRS Data Stored,37.4448,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-01-08,Azure Blob Storage,GRS Data Stored,44.8208,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-01-08,Azure Blob Storage,GRS Data Stored,55.5883,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2026-01-08,Azure SQL Database,vCore Hours,82.3486,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-01-08,Azure SQL Database,vCore Hours,87.4501,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-01-08,Azure SQL Database,vCore Hours,79.8888,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2026-01-08,Azure SQL Database,vCore Hours,74.3418,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-01-08,Azure SQL Database,vCore Hours,87.3161,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2026-01-08,Azure SQL Database,vCore Hours,84.2452,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2026-01-08,Azure SQL Database,vCore Hours,65.9903,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-01-08,Azure SQL Database,vCore Hours,96.2085,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2026-01-08,Azure SQL Database,vCore Hours,87.1779,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-01-08,Azure SQL Database,vCore Hours,84.5909,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2026-01-08,Azure SQL Database,vCore Hours,80.8406,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-01-08,Azure SQL Database,vCore Hours,87.0972,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2026-01-08,Azure SQL Database,vCore Hours,87.4459,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2026-01-08,Azure SQL Database,vCore Hours,87.0671,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2026-01-08,Azure SQL Database,vCore Hours,92.1091,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2026-01-08,Azure Kubernetes Service,Node Hours,60.9882,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2026-01-08,Azure Kubernetes Service,Node Hours,64.48,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-01-08,Azure Kubernetes Service,Node Hours,50.507,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2026-01-08,Azure Kubernetes Service,Node Hours,51.8019,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2026-01-08,Azure Kubernetes Service,Node Hours,56.3963,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-01-08,Azure Kubernetes Service,Node Hours,50.7909,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2026-01-08,Azure Kubernetes Service,Node Hours,51.5827,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2026-01-08,Azure Kubernetes Service,Node Hours,56.957,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2026-01-08,Azure Kubernetes Service,Node Hours,59.0492,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-01-08,Azure Kubernetes Service,Node Hours,60.8931,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2026-01-08,Azure Kubernetes Service,Node Hours,53.6739,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-01-08,Azure Kubernetes Service,Node Hours,56.8976,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2026-01-08,Azure Kubernetes Service,Node Hours,55.8142,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-01-08,Azure Kubernetes Service,Node Hours,54.7076,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-01-08,Azure Kubernetes Service,Node Hours,50.6094,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2026-01-08,Azure CDN,GB Transferred,12.1756,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-01-08,Azure CDN,GB Transferred,14.1034,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-01-08,Azure CDN,GB Transferred,12.3078,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2026-01-08,Azure CDN,GB Transferred,11.1773,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-01-08,Azure CDN,GB Transferred,13.267,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2026-01-08,Azure CDN,GB Transferred,15.0477,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-01-08,Azure CDN,GB Transferred,9.9584,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-01-08,Azure CDN,GB Transferred,12.9598,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-01-08,Azure CDN,GB Transferred,14.1136,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2026-01-08,Azure CDN,GB Transferred,11.1215,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2026-01-08,Azure CDN,GB Transferred,13.0496,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2026-01-08,Azure CDN,GB Transferred,11.9406,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2026-01-08,Azure CDN,GB Transferred,12.099,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-01-08,Azure CDN,GB Transferred,12.8232,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2026-01-08,Azure CDN,GB Transferred,11.9601,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2026-01-08,Azure Functions,Executions,13.7333,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2026-01-08,Azure Functions,Executions,15.3237,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-01-08,Azure Functions,Executions,18.4939,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2026-01-08,Azure Functions,Executions,16.4565,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-01-08,Azure Functions,Executions,16.807,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-01-08,Azure Functions,Executions,16.5113,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2026-01-08,Azure Functions,Executions,14.4387,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2026-01-08,Azure Functions,Executions,15.8368,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2026-01-08,Azure Functions,Executions,16.9279,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-01-08,Azure Functions,Executions,16.5544,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2026-01-08,Azure Functions,Executions,15.6756,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2026-01-08,Azure Functions,Executions,16.1269,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2026-01-08,Azure Functions,Executions,18.8207,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2026-01-08,Azure Functions,Executions,16.5698,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-01-08,Azure Functions,Executions,14.9689,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2026-01-08,Azure Bandwidth,GB Egress,26.4328,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2026-01-08,Azure Bandwidth,GB Egress,24.0855,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-01-08,Azure Bandwidth,GB Egress,32.2311,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2026-01-08,Azure Bandwidth,GB Egress,30.4513,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-01-08,Azure Bandwidth,GB Egress,26.8094,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2026-01-08,Azure Bandwidth,GB Egress,31.833,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2026-01-08,Azure Bandwidth,GB Egress,28.1247,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2026-01-08,Azure Bandwidth,GB Egress,25.5783,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
